sentence,label
e hm ko ghamandi lagti hai i don't like frah khan,negative
amit ji nahi dikh rahe o,negative
"@someUSER lmfao his big ass get on my nerves ,  you going to class tomorrow ?",negative
orr sala inka wo circus tooi .  .  . tooi .  . tooi bakwaaas,negative
"@someUSER mate ,  how are you lads enjoying andy carroll over there ?  can we have him back in january ?  we're a bit desperate !",neutral
eh .  .  .  first day chinese new year is feb 10th .  .  .,neutral
bas ladkiyo ki wajah se page chal raha hai ye hadd hai yaar,negative
"bhai ye chitra ki kunjiya badi famous h ,  ,  ,",positive
"i'm going to halestorm at backstage live in san antonio ,  tx - nov 10 http/URL",neutral
free wifi se logo ko khana pani aur job v dila dena,negative
chipke to the sab log but we #lost #game:-(,negative
"guddu ne tb b mflar utar diya ,  kejriwal ne to mummy ki dr ki wjh se kbi maflar utrta hi nhi ;-) :p",negative
"@someUSER @someUSER some people go trick-or-treating but not many .  we have australia day on jan 26 ,  the queen's bday ,  boxing day .  .  .",neutral
"@someUSER i heard that ms .  pink friday got tired of hearing mrs .  canon bragging about her records ,  grammys ,  success and bs .",neutral
oct 9 1888 the washington monument officially opened to the general public .  have you been to visit ?,neutral
ashleel launde  .  .  .  garbage bin ki paidaish (y),neutral
guddu se jada uski maa h dramebaaz,negative
rand dev to apni maa bhen ko bhi bech sakta hai,negative
dramebaaz kahi kaa,negative
yeah  !  !  doing same thing :),positive
ghar mein bade bhai behen ki to shamat aa jaati thi,negative
only in goverment school :(,negative
"@someUSER and i live in zachary ,  but i might try to stay with someone next friday .",neutral
well ab bjp supporters ko anna bhi nahi bhate  .  kuchh to sharam karo .  this is why i support aap :) :),positive
aur ye gaya guddu ka bapu boundry k paar .  .  .,negative
of course it's aston villa .  played them off the park on saturday .  bring it on !,neutral
plz frinds dont send me massges any body need solution of their problem just call me,neutral
"@someUSER yep .  once it's lost ,  it can never be returned .  i was in constitution hall last fri .  got chills .  so much history was almost lost",negative
maine to supw mein .  .  .  .  master saab ko paise de diye the apne aap no .  mil gaye :d,negative
if u live near long beach consider going to @someUSER church 2 hear @someUSER sat @someUSER or sun @someUSER #boldaslove @someUSER,neutral
beauty lies in the eyes of the beholder  .  .  .  .  depends on you whom do you see as beautiful  .  .  .  .  .  can't generalize the fact above though,neutral
amar ujala me  . at any time may be terminated mp rajasthan me nab maharastra me bhi an industrialist can close factory,neutral
waaahhhhh kyaaaaaa baaattt,positive
"guddu mummy ko cheat kar rha hai ,  bad habbit guddu",negative
aisa kar uska band bajaa uski bandiyo ke saamne  .  .  .  .  .  u'll feel fantastic,positive
meri aankho me b aansu aa gye haste haste .  .  lol  !  !  !,positive
@someUSER hayyyuy can you bring my nirvana shirt tomorrow ?  &lt;3,neutral
"channel 4 30 years old on friday !  d'oh showed some great programmes over the years ,  especially paul hogan .",positive
hii,neutral
u r great,positive
"hey @someUSER members ,  did you miss your shot at leonard cohen tix this morning on @someUSER @someUSER will have more for you on sunday !",positive
ab aapkorecharge karwane ke liye paise dene ki zarurat nahi :-),positive
ye anna chutiya hai .  .  .  .  .  .  lekin voter bahot hi samjhdar hai .  .  .  .  aadmi ka anda denewale ki bato me nhi aayenge .  .  .  .  .,positive
safe and sound at narita airport !  feels good to be back at the land of rising sun,positive
born in february close to valentines .  through all the heart pains i still look for love guess imma always b crazy,negative
dd national hd kab ayega ?  ?,neutral
frst announcemnt-- ground mein jin 5 bachchon ki cycle lgi hain wo wahan se hta lein,neutral
bed ke pichhe se contra ka poster kahan gaya ?  ?,neutral
"ek baar jarur try kare .  .  ,",positive
rob on the 'kyle and jackie o' show on oct 23rd: http/URL,neutral
kachhua sir ke samne sab acting hawa jo jaati .  .  .  :d,positive
aap takes donation from common people to work for common people .,neutral
wow nice faisal vai ap bohut active ho gaye ho aj kaal aur guddu vi :-d,positive
kpop: will psy be the first korean to win a grammy ? : psy may qualify for the upcoming grammy awards .  gangnam sty .  .  .  http/URL,positive
all mums are same sir ji .  .  .  . evryone has such memories in their life,positive
20 countries to attend iranplast 2012 expo: tehran - the 8th edition of the iranplast exhibition will open on  .  .  .  http/URL,neutral
today is desperation day .  if you know what i mean .,negative
agar sab kuch free ho gaya to dilhi kaise chlegi .,neutral
bjp ke sabhi neta dare huye hai kyoki kejriwal ek bar mukhyamantri ban gaya to sabhi ka kam tamam ho jayega,neutral
may i get a lucas scott for a sleepover tonight ?  please !  #dalalwantslucasscott,neutral
"buzzing for the game tomorrow ,  gong to be a great atmosphere and a possible upset is on the cards !  bring on aston villa !  #stfc",positive
guddu .  .  ans dede bhai .  .  nhi to kachhua sir dnde se tere sath contra khelenge .  .  .,negative
"oldest joke in the book ,  to sa:  "" kaha se fata-ke laaaye ho :p  """,positive
ye kaam to bohot kiya hai .,neutral
he paints: political artist of india 1 who will never turned up again .  .  .  .  .  .  .  .  .  .  .  respect for r . k .  :),positive
"@someUSER yes ,  dickens tomorrow night indeed .  @someUSER you too .  charles dickens tavern on collins st .  get there 45mins+ before ko .",neutral
ok im off twitter for the night til tomorrow bomb squad enjoy ur night love you much !,positive
so true but still government is felt with no options  !  !  a very old line but yet so meaningful  .  if we want a change in our society then we must change our mentality first  !  !  !,positive
"http/URL london conference on libya took place tuesday 29 march 2011 and was chaired by the foreign secretary ,  william hague .",neutral
shaan is hiding behind the bag .  :p usako pta tha k guddu ki seeeti bajane wali hai :d,positive
delhi mein nahi hun nahi to jarur aata,neutral
dosti vo hai jo zindgi bhar rhe .  .  .  . kiran ne aaj dosti shabd ko badnaam kiya hai .  .  .  .,negative
@someUSER mitch are you free on sunday to bale leaves for an hour ?  if not no big deal you can have them for animals,neutral
10 january wali bhi photo share kro feku,neutral
uvr welcome sir,neutral
jyada emptional nhi hote the .  .  :p :(,negative
#torchlight2 comes out tomorrow .  torchlight is in my list of best games of all time .  i like it better than diablo iii .  2 promises more .,positive
kai bar to bahar pic dusri aur game andar dusre nikalte the,negative
uriya me hi likh deta  .  .  smjh to wo bhi nhi ana tha or ye bhi nhi aya,negative
doston modi ji ne kaha tha ki 100 dino me black money vapas laenge aur sab ke account me 15-15 lakh rupay aa jaenge,neutral
excited for the nuggets game tomorrow !,positive
"february 12th is a nice time to release it .  its the week of the grammys too .  albums  "" sell ""  that week .",positive
to kya ab ye maan lia jaaye ki guddu ab praathmik kakshaao se upar uth gaya hai ?  ?,neutral
delhi me only sirf arvind kejriwal hi cm hoga,positive
true .  .  .  .  .  .  .  .  .  we have done dis so many times :d,positive
""" brandon weeden is going to be a player someday .  he's not right now ""  - ron jaworski just now on sunday nfl countdown #countdowntokickoff",positive
guddu is a true actor,positive
tomorrow channel 4 is 30 years old .  presenting the channel 4 #spotify playlist .  what do you remember ?  http/URL #channel4,neutral
bhai sidha mere dil pe waar kiya hai .  rula diya .  koi mera bhi admission kara do .  sirf ek hi to kaam dhang se ata hai .,negative
acting and nautankiyaaying me bohot bada difference hai .  :p,neutral
cheese curls and wine is a great bed time snack .  time for lights out before my regional day tomorrow !  haha #insidejoke #sleep #goodnight,positive
"anonymous' wikileaks like project tyler to launch in december: a hacker ,  who claims to be a member of the hackin .  .  .  http/URL",neutral
richie hawtin - monday night - buffalo town ballroom - don't miss it !,positive
kahi plane ka petrol toh khatam to nahi hua paise late late  .  .  .  .,negative
jay hind,positive
@someUSER lol actually i live in georgia moving to germany in march i miss you tooooooo,positive
"prayer with amazing men of god this morning ,  grocery shopping ,  arrival of my [2nd] pokemon shirt ,  and purchased big l's first album .  #cool",positive
this is fake news shame on you media usa how much given you money blady media  .  .  .  .  .  .  .,negative
aaj to jitna hai .,positive
austin rivers strugglin he like 1 for 10 just got his first bucket mid way threw da 4th,neutral
does anyone want to trade a playstation vita for a ipod touch 4th generation 32 gigabyte  ? : http/URL,neutral
hahaha .  .  .  .  every family's storyyyyy <3,neutral
ind lost this match .  now india knock out this tri series .  .  .  .  .  .  .  .  .  .  .  .  . very sad,negative
"today was national kissing day ,  i'll have to make up for the loss tomorrow",neutral
"garbage bin kuch shaadi wadi ,  padosiyo se ladai ,  gumne ki trip wagerah ke post bhi dalo .  .  .  .  .",neutral
2 rupee ki 8 orange wali tofeee :),neutral
mammi hi bigadti hai .  .  .,negative
ye to batao page ke 1 million like kab aa rahe hai .  .  i am waiting for that .,positive
"bhai ,  rulayega kya :( kuch yaad taazi ho gayi :d",neutral
ignore and go ahead .  .  .,neutral
english newspaper laga do :),neutral
noel gallagher's hfb and kopparberg make for a damn near perfect saturday evening .  it could only be 100% perfect if i was at a noel gig .,positive
feku ji kiren bedi is going to loose krishna nagar seat,negative
bhai sb log aisa nhi krr skta,negative
5 chalk late the ek bar me .  .  2 teacher ko aur 3 apni jeb me,neutral
"hahaha .  .  . :d bhai mast creative banda hai tu :d and  "" mungerilaal ""  :d :p",positive
koi baat nhi yaar vaise bhi parents k paise jaane hi the ab tuition nahi toh shoppng hi sahi  .  .  .  .  .  :-),positive
guddu ke daddy ka jesus .  :),neutral
creativity  .  .  . crime but salute,positive
"finally in bed .  such a long day ,  but so much was accomplished .  athens tomorrow !  !",positive
good luck to infinity's iain veitch who competes in the taiwan #ironman70 . 3 on saturday,positive
i will not be able to handle harry's voice in kiss you .  . and i may not survive after hearing all the songs on take me home in their entirety .,negative
hamare desh me sab kuchh possible he .,positive
gajab bhai gajab .  .  .  .,positive
those guys who are cracking jokes on confessor are simply sick  !  this guy confessed his feeling just to remove weight from his heart & get some help & u making fun of him  ?  ?  if u cant help him instead of mocking then plz die  .,negative
sharma ji ka launda pit gaya finally baap se .  . (ignore rohit sharma - mr . dependable and ishant sharma),negative
this is the best comic of garbage bin i've ever seen :d,positive
gr8 personality,positive
ise kehte hain method acting !  !  :d,positive
milk chocolate day is tomorrow .  are you ready to celebrate !  ?,neutral
bahana same tha :p,neutral
moms r lyk this only .  .  .  .  .  .  .  .  .  .  . sweetest !  !  !  !  !  !,positive
april &amp; i are having dinner in jacksonville tomorrow night with milford &amp; the future mrs .  milford !  @someUSER #sebringlsa13,neutral
bt mai to fail hua tha socially useful productive work me :'(,negative
i never asked my parents to complete my homework .  .  !,neutral
ye jagran wala sabsey bada desh drohi hai daily bina matlab ka questions lata hai  .  . taki aapas me log ultey comment karey,negative
@someUSER @someUSER i remember 1st seeing veldheer @ the senior bowl thinking this kid can ball .  fortunately we got him,positive
rivers throw a pick on 3rd and goal .  everyone here thought they would run the ball .  bolts lead 10-0 at half .,neutral
""" pacino is going to play joe paterno .  this is the 2nd time he has starred in a film ,  that has the line 'say hello to my little friend "" - snl",neutral
